Original_Title,Year_Of_Release,Runtime,Genres,Imdb_Rating,Imdb_Votes,Actors
Gulabi Gang,2012,96,Documentary,7.5,195,Sampat Pal Devi|Ram Dulari|Devrati|Babu|Soondhi|Chandrakali|Bharat Patel|Hemlata Patel|Husna Jahan|Jayprakash Shivhare|Usha Patel|Suman Singh Chauhan|Parvati|Gomati|
Shaadi Ke Side Effects,2014,145,Comedy|Romance,5.6,3613,Farhan Akhtar|Vidya Balan|Vir Das|Ram Kapoor|Gautami Kapoor|Rati Agnihotri|Ila Arun|Purab Kohli|
Gulaab Gang,2014,139,Action|Drama,6.1,1973,Madhuri Dixit|Juhi Chawla|Divya Jagdale|Priyanka Bose|Tannishtha Chatterjee|Lata S. Singh|
Queen,2013,146,Comedy|Drama,8.2,56406,Kangana Ranaut|Rajkummar Rao|Lisa Haydon|Jeffrey Ho|Marco Canadea|Guithob Joseph|Yogendra Tiku|Alka Badola Kaushal|Tripta Lakhanpal|Chinmay Chandraunshuh|Nayani Dixit|Sabeeka Imam|Ayaan Malik|Ramesh Kalra|
Bewakoofiyaan,2014,119,Comedy|Drama|Romance,5.5,3455,Ayushmann Khurrana|Sonam Kapoor|Rishi Kapoor|Swedha Singh|Deepika Amin|
Total Siyapaa,2014,108,Comedy|Drama|Romance,5,2726,Ali Zafar|Yami Gautam|Anupam Kher|Kiron Kher|Sara Khan|Anuj Pandit|Vic Waghorn|Carol McFadden|Steve Keefe|
Dee Saturday Night,2014,0,Drama,0,0,
Karar: The Deal,2014,115,Thriller,4.3,53,
Lakshmi,2014,115,Drama,8,1240,
Ragini MMS 2,2014,119,Horror,3.8,2521,
Dishkiyaoon,2014,119,Action|Thriller,5.2,918,
Ankhon Dekhi,2013,107,Comedy|Drama,8,8672,
Gang of Ghosts,2014,128,Comedy|Horror,3.6,320,
Anuradha,2014,0,Drama,0,0,
W,2014,137,Crime|Musical|Thriller,6.8,43,
O Teri,2014,107,Comedy|Drama,3.4,527,
Honour Killing,2015,0,Drama|Romance,2.3,7,
2 States,2014,149,Comedy|Drama|Romance,6.9,22060,
Jal,2013,126,Drama,6.8,415,
Bhoothnath Returns,2014,155,Comedy|Drama|Fantasy,6.7,4480,
Main Tera Hero,2014,128,Action|Comedy|Romance,5.2,6907,
Lucky Kabootar,2014,117,Comedy,5.3,66,
Station,2014,103,Crime|Drama|Thriller,7.5,89,
Youngistaan,2014,133,Drama,5.1,1742,
Samrat & Co.,2014,125,Mystery|Thriller,6.3,1013,
Purani Jeans,2014,137,Drama,6.2,683,
Kya Dilli Kya Lahore,2014,98,Drama|History|War,7.4,1761,
Koyelaanchal,2014,145,Action|Drama,5.6,240,
Manjunath,2014,130,Biography|Drama,7.3,462,
Dekh Tamasha Dekh,2014,110,Comedy,6.2,273,
Mastram,2013,98,Biography|Drama,4.8,414,
The Xpose,2014,113,Thriller,3.2,1419,
Children of War,2014,160,Drama|History|War,6.7,848,
Hawaa Hawaai,2014,120,Drama|Family|Sport,7.4,1560,
Kahin Hai Mera Pyar,2014,138,Drama|Musical|Romance,6.5,13,
Kuku Mathur Ki Jhand Ho Gayi,2014,109,Comedy|Romance,5.4,229,
Heropanti,2014,146,Action|Romance,5.3,7438,
City Lights,2014,126,Drama|Thriller,7.3,4141,
Filmistaan,2012,117,Comedy,7.3,3162,
Revolver Rani,2014,132,Action|Comedy|Crime,4.6,1483,
Kaanchi,2014,151,Drama|Musical|Romance,4.3,539,
Machhli Jal Ki Rani Hai,2014,120,Horror,2.7,136,
Khwaabb,2014,90,Drama|Romance|Sport,5.6,62,
Yeh Hai Bakrapur,2014,95,Comedy|Drama,3.8,240,
Ek Villain,2014,129,Action|Crime|Drama,6.4,14964,
Bobby Jasoos,2014,121,Comedy|Drama|Thriller,5.5,1922,
Humshakals,2014,159,Comedy,1.8,7216,
Humpty Sharma Ki Dulhania,2014,133,Comedy|Drama|Romance,6,10065,
Hate Story 2,2014,130,Drama|Thriller,4.4,1903,
Lekar Hum Deewana Dil,2014,140,Comedy|Romance,4.9,653,
Riyasat,2014,80,Crime,6.5,39,
Amit Sahni Ki List,2014,110,Comedy|Romance,5.5,329,
Holiday,2014,160,Action|Thriller,7.2,23733,
Fugly,2014,134,Drama|Thriller,4.7,931,
Bazaar E Husn,2014,125,Drama,5,12,
Pizza,2014,107,Horror,6.2,866,
It's Entertainment,2014,140,Action|Comedy,4.5,6885,
Singham Returns,2014,142,Action|Drama,5.7,6745,
Mardaani,2014,113,Action|Crime|Drama,7.3,9623,
Raja Natwarlal,2014,141,Crime|Thriller,6.1,3666,
Mary Kom,2014,122,Action|Biography|Drama,6.8,9307,
Creature,2014,134,Action|Horror|Sci-Fi,3.1,1160,
Finding Fanny,2014,102,Adventure|Comedy|Drama,5.8,5897,
Khoobsurat,2014,130,Comedy|Romance,6.4,6981,
3 AM: A Paranormal Experience,2014,103,Horror|Romance,5.4,488,
Kick,2014,146,Action|Comedy,5.3,22323,
M.A.D: Mad About Dance,2014,125,Drama|Musical,6.2,97,
Mumbhai Connection,2011,90,Comedy|Crime|Thriller,5.4,22,
Life Is Beautiful,2014,116,Comedy|Romance,5.3,43,
Desi Kattey,2014,139,Action,4.2,111,
Haider,2014,160,Action|Crime|Drama,8.1,46912,
Bang Bang,2014,153,Action|Adventure|Comedy,5.5,20431,
Spark,2014,134,Action,5.7,28,
Daawat-e-Ishq,2014,118,Comedy|Drama|Romance,6.1,5103,
Balwinder Singh Famous Ho Gaya,2014,136,Comedy,3.8,40,
Jigariyaa,2014,142,Drama,4.9,286,
Tamanchey: Pyar Mein Dil Pe Maar De Goli,2014,113,Crime|Romance,4.6,275,
Mumbai 125 KM 3D,2014,100,Drama|Horror|Mystery,2.7,169,
Meinu Ek Ladki Chaahiye,2014,0,Comedy|Crime|Drama,3.5,8,
Chaarfutiya Chhokare,2014,119,Drama|Thriller,6.4,24,
Sonali Cable,2014,127,Comedy|Drama,5.5,800,
Happy New Year,2014,180,Action|Comedy|Music,5.1,32113,
Super Nani,2014,133,Comedy|Drama|Family,4.7,351,
Ekkees Toppon Ki Salaami,2014,140,Comedy,6.1,468,
Rang Rasiya,2008,132,Biography|Drama|Romance,7.1,1699,
The Shaukeens,2014,124,Comedy,5,2632,
ROAR: Tigers of the Sundarbans,2014,123,Action|Adventure|Sci-Fi,5.7,639,
A Decent Arrangement,2011,96,Comedy|Drama,5.7,220,
Gollu aur Pappu,2014,112,Comedy,4.5,82,
Titoo MBA,2014,111,Comedy|Romance,4.8,88,
Kill Dil,2014,127,Action|Drama|Romance,4.3,3641,
Ungli,2014,114,Crime|Drama|Thriller,5.7,3208,
Happy Ending,2014,135,Comedy|Romance,5.4,3136,
Zed Plus,2014,141,Comedy,6.5,336,
Zid,2014,126,Crime|Thriller,4.4,929,
Action Jackson,2014,144,Action|Thriller,3.2,2955,
Bhopal: A Prayer for Rain,2014,96,Drama,7.2,1860,
Mumbai Delhi Mumbai,2014,120,Comedy|Romance,5.8,299,
Badlapur Boys,2014,123,Drama,4.7,113,
Main Aur Mr. Riight,2014,130,Comedy|Romance,5.2,323,
Ugly,2013,128,Crime|Drama|Mystery,8.1,17483,
PK,2014,153,Comedy|Drama|Fantasy,8.1,143605,
Dehraadun Diary,2013,0,Thriller,5.9,44,
Matru ki Bijlee ka Mandola,2013,151,Comedy|Drama,5.6,5794,
Sulemani Keeda,2014,89,Comedy|Romance,7.2,2419,
Inkaar,2013,125,Drama|Romance|Thriller,6.1,2352,
Gangoobai,2013,110,Drama|Family,7.5,282,
Akaash Vani,2013,149,Drama|Romance,6.2,1586,
Main Krishna Hoon,2013,134,Animation|Family|Musical,5.5,159,
Race 2,2013,150,Action|Crime|Thriller,5.3,14300,
Bandook,2013,132,Crime|Thriller,6.1,114,
Listen... Amaya,2013,108,Drama,6.8,553,
Special Chabbis,2013,144,Crime|Drama|Thriller,8,46590,
Murder 3,2013,124,Drama|Mystery|Thriller,4.9,2182,
Zila Ghaziabad,2013,142,Action|Crime|Thriller,3.5,1187,
Kai po che!,2013,120,Drama|Sport,7.6,25031,
Bloody Isshq,2013,0,Drama|Romance,7.8,29,
Saare Jahaan Se Mehnga...,2013,120,Comedy|Drama,7.1,883,
3G - A Killer Connection,2013,125,Horror|Sci-Fi|Thriller,3.6,1064,
Mere Dad Ki Maruti,2013,101,Comedy|Drama|Romance,6.4,4224,
Jolly LLB,2013,135,Comedy|Drama,7.5,15157,
Saheb Biwi Aur Gangster Returns,2013,142,Action|Crime|Drama,6.8,3540,
Mai,2013,105,Drama|Family,6.8,90,
Vishwaroopam,2013,148,Action|Thriller,8.2,38016,
Rangrezz,2013,144,Action|Drama,5.1,387,
Aashiqui 2,2013,132,Drama|Music|Musical,7,24878,
Ek Thi Daayan,2013,135,Horror|Romance|Thriller,5.7,3628,
Himmatwala,2013,150,Action|Comedy,1.7,7470,
Nautanki Saala!,2013,119,Comedy,5.8,3891,
Jayantabhai Ki Luv Story,2013,130,Action|Comedy|Romance,5.3,1143,
Commando,2013,124,Action|Thriller,6.1,3935,
Bombay Talkies,2013,127,Drama,6.7,4576,
Go Goa Gone,2013,108,Action|Adventure|Comedy,6.6,10605,
Gippi,2013,95,Comedy|Drama,5.6,734,
Aurangzeb,2013,137,Action|Drama|Thriller,6.5,3674,
Ishkq in Paris,2013,95,Comedy|Romance,3.8,692,
Zindagi 50 50,2013,130,Comedy|Drama,2.7,208,
Yeh Jawaani Hai Deewani,2013,160,Comedy|Drama|Musical,7.1,34952,
Fukrey,2013,139,Comedy|Drama|Romance,6.9,9666,
Chhota Bheem and the Throne of Bali,2013,130,Animation,6.8,86,
Raanjhanaa,2013,140,Drama|Romance,7.6,27434,
Ankur Arora Murder Case,2013,129,Drama|Thriller,6.5,1406,
Shortcut Romeo,2013,146,Action|Crime|Romance,2.4,238,
Ghanchakkar,2013,137,Comedy|Crime|Thriller,5.8,4450,
Hum Hai Raahi CAR Ke,2013,0,Comedy|Romance,3,135,
Policegiri,2013,141,Action|Comedy,4,1263,
Bhaag Milkha Bhaag,2013,186,Biography|Drama|Sport,8.2,56205,
Sixteen,2013,138,Drama|Romance|Thriller,6.3,1581,
B.A. Pass,2012,95,Crime|Drama,6.4,3219,
Enemmy,2013,0,Action|Crime|Drama,5.1,205,
Issaq,2013,148,Drama|Romance,4.4,415,
Bajatey Raho,2013,107,Comedy|Drama|Thriller,5.3,693,
Luv U Soniyo,2012,144,Comedy|Romance,5.5,63,
Nasha,2013,122,Drama|Thriller,3.2,1098,
Chor Chor Super Chor,2013,99,Comedy|Drama|Thriller,6.7,217,
Calapor,2013,120,Drama,5.2,5,
D-Day,2013,153,Action|Thriller,7.2,8421,
Siddharth,2013,96,Drama,7.3,582,
Once Upon a Time in Mumbai Dobaara!,2013,160,Action|Crime|Drama,4.6,6211,
Madras Cafe,2013,130,Action|Drama|Thriller,7.7,21393,
Satyagraha,2013,152,Drama,5.9,4623,
Shuddh Desi Romance,2013,141,Drama|Romance,5.7,5699,
Ramaiya Vastavaiya,2013,148,Action|Drama|Romance,5.6,3118,
Chennai Express,2013,141,Action|Comedy,6,45649,
Grand Masti,2013,137,Comedy|Drama|Romance,4.3,5423,
John Day,2013,138,Drama,5.7,735,
Horror Story,2013,91,Horror,4.3,1424,
Phata Poster Nikhla Hero,2013,146,Action|Comedy,4.8,3965,
Ship of Theseus,2012,140,Drama,8,5833,
Dabba,2013,104,Drama|Romance,7.8,43790,
Baat Bann Gayi,2013,108,Comedy|Romance,5.4,61,
Boss,2013,143,Action,5.1,9674,
Shahid,2012,129,Biography|Crime|Drama,8.3,13537,
Mickey Virus,2013,135,Comedy|Thriller,6.1,2459,
Satya 2,2013,142,Action|Crime|Drama,5.9,882,
Rajjo,2013,123,Drama|Romance,2.8,283,
Maazii,2013,123,Thriller,6.7,64,
Sooper Se Ooper,2013,0,Comedy,4.3,156,
Prague,2013,109,Mystery|Romance|Thriller,5.9,313,
Wake Up India,2013,130,Drama,6.3,6,
Super Model,2013,83,Drama|Mystery|Romance,1.9,145,
Gori Tere Pyaar Mein!,2013,150,Comedy|Drama|Romance,5,3250,
What the Fish,2013,98,Adventure|Comedy|Drama,5.1,151,
Jackpot,2013,132,Comedy|Thriller,2,657,
Table No.21,2013,108,Adventure|Thriller,7.1,10364,
Bullett Raja,2013,138,Action|Crime|Drama,5,3508,
Dhoom:3,2013,172,Action|Thriller,5.4,41052,
Chashme Baddoor,2013,121,Comedy|Drama,5.4,4702,
Lootera,2013,136,Drama|Romance,7.3,13794,
War Chod Na Yaar,2013,119,Comedy|War,5.5,866,
Chaalis Chauraasi,2012,120,Comedy|Crime,6.1,444,
Ghost,2012,118,Horror,2.2,207,
Sadda Adda,2012,130,Comedy|Drama|Romance,7.1,1251,
Singh Saab the Great,2013,134,Action|Drama,5.7,2044,
Goliyon Ki Rasleela Ram-Leela,2013,150,Drama|Musical|Romance,6.4,17246,
Agneepath,2012,174,Action|Drama,6.9,20827,
Ek Main Aur Ekk Tu,2012,110,Comedy|Drama|Romance,5.7,6081,
Ekk Deewana Tha,2012,136,Drama|Romance,5.9,2742,
?: A Question Mark,2012,82,Horror|Mystery|Thriller,5.5,285,
Jodi Breakers,2012,127,Comedy|Musical|Romance,3.5,1063,
Tere Naal Love Ho Gaya,2012,130,Comedy|Drama|Romance,5.8,3831,
Staying Alive,2012,89,Drama,5.7,26,
Paan Singh Tomar,2012,135,Action|Biography|Crime,8.2,29994,
Kahaani,2012,122,Mystery|Thriller,8.1,53181,
Zindagi Tere Naam,2012,120,Romance,4.7,27,
Agent Vinod,2012,157,Action|Adventure|Thriller,5.1,6708,
Blood Money,2012,109,Action|Drama|Thriller,5.1,893,
Bumboo,2012,126,Comedy,7.2,2030,
Valentine's Night,2012,0,Romance|Thriller,2.7,23,
Married 2 America,2012,0,Thriller,4.3,14,
Chaar Din Ki Chandni,2012,131,Comedy|Romance,4.1,374,
Bittoo Boss,2012,116,Romance,4.1,339,
Vicky Donor,2012,126,Comedy|Romance,7.8,36545,
Hate Story,2012,140,Drama|Thriller,5.3,3234,
Tezz,2012,121,Action|Crime|Drama,3.9,2001,
Dangerous Ishhq,2012,130,Fantasy|Mystery|Romance,3.9,783,
Ishaqzaade,2012,120,Action|Drama|Romance,6.5,6214,
Department,2012,141,Action|Crime|Thriller,3.2,902,
Fatso!,2012,98,Comedy|Fantasy|Romance,5.7,360,
Arjun: The Warrior Prince,2012,96,Action|Adventure|Animation,6.8,1286,
Life Ki Toh Lag Gayi,2012,155,Comedy,5.5,233,
Shanghai,2012,120,Crime|Mystery|Thriller,7.2,9143,
Ferrari Ki Sawaari,2012,140,Comedy|Drama|Family,6.4,4693,
Teri Meri Kahaani,2012,117,Comedy|Drama|Romance,4.7,3669,
Mr Bhatti on Chutti,2012,0,Comedy,4,80,
Yeh Khula Aasmaan,2012,0,Family,6.9,24,
Rakhtbeej,2012,120,Thriller,3.1,9,
Gangs of Wasseypur,2012,321,Action|Comedy|Crime,8.2,71636,
Cocktail,2012,146,Comedy|Drama|Romance,6.3,12514,
Gattu,2011,90,Drama,7.3,379,
Kyaa Super Kool Hain Hum,2012,136,Comedy,5,3494,
Maximum,2012,110,Action|Crime|Drama,4.9,187,
5 Ghantey Mien 5 Crore,2012,111,Thriller,5.2,59,
Ek Tha Tiger,2012,132,Action|Romance|Thriller,5.5,26996,
Challo Driver,2012,95,Comedy,6,157,
Shirin Farhad Ki Toh Nikal Padi,2012,111,Romance,4.2,983,
Joker,2012,104,Comedy|Family|Sci-Fi,2.4,4716,
Aalaap,2012,116,Sci-Fi,5.8,23,
Mere Dost Picture Abhi Baaki Hai,2012,180,Comedy,3.5,178,
Krishna Aur Kans,2012,117,Action|Adventure|Animation,6.3,157,
From Sydney with Love,2012,0,Comedy|Romance,6.2,68,
Jalpari: The Desert Mermaid,2012,94,Drama|Family|Mystery,7.2,334,
Barfi!,2012,151,Comedy|Drama|Romance,8.1,70443,
Heroine,2012,149,Drama,5.1,3763,
Chal Pichchur Banate Hain,2012,115,Comedy|Drama,6.3,41,
Kismet Love Paisa Dilli,2012,129,Adventure|Comedy|Crime,4.2,532,
Jeena Hai Toh Thok Daal,2012,123,Drama,6,22,
OMG: Oh My God!,2012,125,Comedy|Drama|Fantasy,8.2,46072,
Aiyyaa,2012,152,Comedy|Romance,4.3,1571,
Chittagong,2012,105,Action|Drama|War,7.2,1334,
Bhoot Returns,2012,85,Horror|Mystery|Thriller,2.5,480,
Delhi Safari,2012,96,Animation|Comedy|Drama,5.7,1481,
Chakravyuh,2012,152,Action|Drama|Thriller,6.8,2876,
Student of the Year,2012,146,Comedy|Drama|Romance,5.4,13358,
Ajab Gazabb Love,2012,116,Comedy|Romance,4.2,491,
Rush,2012,110,Crime|Thriller,3.7,793,
1920: Evil Returns,2012,124,Drama|Horror|Romance,4.8,1587,
Sons of Ram,2012,85,Animation|Drama|Musical,6.5,67,
Ata Pata Lapatta,2012,120,Comedy|Musical,5.6,78,
Jab Tak Hai Jaan,2012,176,Drama|Romance,6.7,48945,
Talaash,2012,140,Crime|Drama|Mystery,7.2,36801,
Login,2012,125,Drama|Thriller,6.2,87,
Son of Sardaar,2012,141,Action|Comedy,4,8258,
Cigarette Ki Tarah,2012,107,Romance|Thriller,4.5,21,
Dabangg 2,2012,120,Action|Comedy,4.9,14077,
Players,2012,163,Action|Crime|Thriller,4.1,3621,
Housefull 2,2012,145,Action|Comedy|Musical,5.2,12146,
Bol Bachchan,2012,155,Action|Comedy,5.5,7533,
English Vinglish,2012,134,Comedy|Drama|Family,7.8,31107,
Impatient Vivek,2011,0,Comedy|Drama|Romance,2.3,56,
Yamla Pagla Deewana,2011,163,Action|Comedy|Drama,5.6,3739,
Mumbai Mast Kallander,2011,0,Action|Comedy|Crime,5.8,6,
Dhobi Ghat,2010,100,Drama,7,11792,
Turning 30!!!,2011,121,Comedy|Drama|Romance,5.2,351,
Hostel,2011,111,Action|Crime|Drama,5.1,533,
Dil Toh Baccha Hai Ji,2011,143,Comedy|Drama|Romance,5.7,3387,
United Six,2011,0,Action|Drama|Thriller,3.9,43,
Utt Pataang,2011,120,Comedy|Drama,6.1,285,
Patiala House,2011,140,Drama|Sport,5.6,8301,
7 Khoon Maaf,2011,137,Drama|Mystery|Thriller,6.1,5059,
Tanu Weds Manu,2011,113,Comedy|Drama|Romance,6.7,12091,
F.A.L.T.U,2011,120,Comedy|Drama,4.6,2758,
Memories in March,2010,104,Drama,7.1,357,
Thank You,2011,125,Comedy,4.6,4747,
Angel,2011,114,Action|Drama,6.5,80,
Happy Husbands,2011,134,Comedy|Drama,3.6,18,
Teen Thay Bhai,2011,0,Comedy|Drama,4.3,297,
Dum Maaro Dum,2011,128,Action|Crime|Drama,6.2,3653,
Shor in the City,2010,112,Crime|Drama,7.2,3221,
Zokkomon,2011,109,Action|Adventure,4,274,
Chalo Dilli,2011,155,Comedy|Drama,6.8,2819,
Aashiqui.in,2011,109,Drama|Romance,3.7,59,
Satrangee Parachute,2011,115,Comedy|Drama|Family,5.5,60,
Monica,2011,124,Biography|Drama|Thriller,5.6,68,
I Am,2010,95,Drama,6.9,804,
Naughty @ 40,2011,108,Comedy|Drama,2.5,268,
Haunted - 3D,2011,143,Horror|Mystery|Thriller,6.2,1888,
Love U... Mr. Kalakaar!,2011,152,Drama|Romance,5.4,403,
Ragini MMS,2011,93,Drama|Horror|Mystery,4.9,2296,
Stanley Ka Dabba,2011,96,Comedy|Drama|Family,7.8,5407,
Shagird,2011,143,Action|Crime|Drama,7,1648,
404: Error Not Found,2011,121,Drama|Mystery|Thriller,7.2,1793,
Shaitan,2011,121,Action|Crime|Drama,7.2,7616,
Pyaar Ka Punchnama,2011,149,Comedy|Drama|Romance,7.7,18369,
Bheja Fry 2,2011,129,Comedy|Drama,4.7,1179,
Always Kabhi Kabhi,2011,126,Comedy|Crime|Drama,4,1230,
Double Dhamaal,2011,138,Comedy|Crime|Drama,3.8,3105,
Bbuddah... Hoga Terra Baap,2011,114,Action|Crime|Thriller,5.6,2580,
Delhi Belly,2011,103,Action|Comedy|Crime,7.5,25281,
Murder 2,2011,127,Action|Drama|Horror,6.2,5899,
Chillar Party,2011,135,Comedy|Drama|Family,7.4,6255,
Zindagi Na Milegi Dobara,2011,155,Comedy|Drama,8.1,60826,
Gandhi to Hitler,2011,108,Drama|History|War,2.6,188,
I Am Kalam,2010,88,Comedy|Drama|Family,8,3186,
Bin Bulaye Baraati,2011,133,Action|Comedy|Crime,3.9,225,
Kucch Luv Jaisaa,2011,105,Drama,4.3,119,
Singham,2011,143,Action|Drama,6.7,13176,
Khap,2011,125,Drama|Thriller,5.8,92,
Bubble Gum,2011,116,Drama,7.3,429,
Shabri,2011,0,Action|Crime|Drama,5.7,121,
Phhir,2011,100,Drama|Mystery|Romance,5.3,166,
Aarakshan,2011,164,Drama,6.2,4629,
Chatur Singh Two Star,2011,150,Action|Adventure|Comedy,1.7,547,
Sahi Dhandhe Galat Bande,2011,119,Action|Comedy|Drama,4.9,259,
Bodyguard,2011,130,Action|Comedy|Romance,4.6,20745,
Yeh Dooriyan,2011,107,Drama|Romance,5.1,68,
Not a Love Story,2011,100,Crime|Drama|Thriller,5,666,
Hum Tum Shabana,2011,126,Comedy|Crime|Drama,3.7,270,
Mummy Punjabi: Superman Ki Bhi Maa!!,2011,121,Comedy|Drama,5.5,31,
Mere Brother Ki Dulhan,2011,139,Comedy|Family|Romance,5.8,8390,
Mausam,2011,161,Drama|Romance|War,4.7,4964,
U R My Jaan,2011,140,Romance,6,91,
Force,2011,137,Action|Thriller,6.4,6497,
Saheb Biwi Aur Gangster,2011,118,Action|Crime|Drama,7.2,3709,
Tere Mere Phere,2011,120,Comedy|Drama|Romance,5.4,237,
Breakaway,2011,101,Comedy|Drama|Sport,5.7,2123,
Chargesheet,2011,0,Drama|Thriller,6.3,84,
Love Breakups Zindagi,2011,156,Comedy|Drama|Romance,5.7,930,
Mujhse Fraaandship Karoge,2011,106,Comedy|Romance,6.9,3708,
Aazaan,2011,125,Action|Drama|Mystery,4.4,329,
Ra.One,2011,156,Action|Adventure|Sci-Fi,4.6,36221,
Rockstar,2011,159,Drama|Music|Musical,7.7,35757,
Miley - Naa Miley - Hum,2011,114,Comedy|Drama|Romance,3,159,
Tell Me O Kkhuda,2011,125,Action|Crime|Drama,2.5,316,
Damadamm!,2011,122,Comedy|Drama|Romance,4,388,
Ladies vs. Ricky Bahl,2011,140,Comedy|Drama|Romance,5.9,8069,
Desi Boyz,2011,122,Comedy|Drama,5.7,12089,
Game,2011,135,Action|Crime|Drama,5.1,1786,
No One Killed Jessica,2011,136,Biography|Crime|Drama,7.2,10164,
Rascals,2011,128,Action|Comedy|Crime,2.9,2377,
The Dirty Picture,2011,144,Biography|Drama,6.6,8067,
Pyaar Impossible!,2010,140,Comedy|Romance,4.6,2836,
Chance Pe Dance,2010,122,Comedy|Drama|Music,4.7,2562,
My Friend Pinto,2011,100,Comedy|Crime|Drama,5.3,334,
Veer,2010,169,Action|Adventure|Drama,4.6,6801,
Striker,2010,128,Action|Crime|Drama,7,966,
Rann,2010,137,Drama|Mystery|Thriller,6.9,2200,
Ishqiya,2010,118,Comedy|Drama|Romance,7.3,9431,
Road to Sangam,2010,135,Drama|Thriller,7.5,642,
Jo Hum Chahein,2011,0,Drama|Romance,5.4,94,
Click,2010,127,Drama|Horror|Mystery,3.5,293,
Toh Baat Pakki!,2010,122,Comedy|Drama,5.2,339,
My Name Is Khan,2010,165,Drama,8,92755,
Teen Patti,2010,142,Crime|Drama|Thriller,4.1,1341,
Karthik Calling Karthik,2010,135,Drama|Mystery|Thriller,7,9451,
Don 2,2011,148,Action|Crime|Thriller,7.1,47109,
Rokkk,2010,180,Drama|Horror|Mystery,4.3,115,
Aakhari Decision,2010,0,Action|Drama|Thriller,6.1,66,
Right Yaaa Wrong,2010,135,Crime|Drama|Thriller,6.4,799,
Sukhmani,2010,0,Drama,5.7,26,
Thanks Maa,2009,120,Crime|Drama,8,666,
Na Ghar Ke Na Ghaat Ke,2010,0,Comedy|Drama,6.2,258,
Trump Card,2010,0,Action|Drama|Mystery,2.7,16,
Shaapit: The Cursed,2010,145,Adventure|Horror|Romance,5.5,698,
Hum Tum Aur Ghost,2010,125,Comedy|Drama|Fantasy,4.7,613,
Well Done Abba!,2009,144,Comedy,7.3,1602,
Tum Milo Toh Sahi,2010,128,Comedy|Drama,5.7,307,
Jaane Kahan Se Aayi Hai,2010,94,Comedy|Drama|Fantasy,3.8,512,
Prem Kaa Game,2010,0,Comedy|Drama,3.5,194,
Sadiyaan: Boundaries Divide... Love Unites,2010,200,Drama|Romance,4.6,67,
The Japanese Wife,2010,105,Drama|Romance,7.6,1949,
Get Educated: Paathshaala,2010,122,Drama|Family,4.9,1413,
Phoonk 2,2010,110,Drama|Horror|Mystery,3.2,459,
Lahore,2010,145,Action|Drama|Sport,6.4,502,
Apartment: Rent at Your Own Risk,2010,97,Drama|Mystery|Thriller,3.4,206,
City of Gold - Mumbai 1982: Ek Ankahee Kahani,2010,145,Crime|Drama,6.8,342,
Chase,2010,103,Action|Crime|Drama,4.8,87,
Housefull,2010,144,Comedy,5.3,11568,
Mittal v/s Mittal,2010,0,Drama,4.8,9,
It's a Wonderful Afterlife,2010,100,Comedy|Drama|Fantasy,5.3,1385,
Prince,2010,138,Action|Sci-Fi|Thriller,4.2,1753,
Raavan,2010,130,Action|Adventure|Drama,5.4,3897,
Bumm Bumm Bole,2010,124,Drama|Family|Thriller,6,482,
Kushti,2010,121,Comedy,4.3,146,
Kites,2010,123,Action|Drama|Romance,6,11605,
LSD: Love Sex Aur Dhokha,2010,155,Comedy|Crime|Drama,7.1,4894,
Milenge Milenge,2010,109,Drama|Romance,4.1,1606,
Ek Second... Jo Zindagi Badal De...,2010,0,Drama|Romance|Thriller,3.5,40,
Mr. Singh/Mrs. Mehta,2010,118,Drama,4.2,175,
Lamhaa: The Untold Story of Kashmir,2010,152,Action|Drama|Thriller,5,594,
Khatta Meetha,2010,157,Comedy|Crime|Drama,5.6,8717,
Tere Bin Laden,2010,95,Comedy|Drama,7.2,9872,
Udaan,2010,134,Drama,8.2,39567,
Once Upon a Time in Mumbaai,2010,134,Action|Crime|Drama,7.4,15169,
Help,2010,109,Horror|Thriller,4.4,338,
Peepli (Live),2010,95,Comedy|Drama,7.4,11141,
Lafangey Parindey,2010,126,Action|Drama|Romance,5.2,1871,
Hello Darling,2010,0,Comedy|Drama,2.7,100,
Antardwand,2008,114,Drama,7.4,472,
Aashayein,2010,120,Drama,7.1,1136,
Soch Lo,2010,0,Action|Crime|Drama,6.6,83,
Dabangg,2010,126,Action|Comedy,6.3,25794,
Khichdi: The Movie,2010,120,Comedy|Family,7.2,1774,
Red Alert: The War Within,2009,120,Action|Drama|Thriller,6.4,318,
Life Express,2010,125,Drama,4.8,40,
The Film Emotional Atyachar,2010,87,Comedy|Crime|Drama,6,278,
Hisss,2010,98,Comedy|Drama|Horror,2.9,1462,
Crook: It's Good to Be Bad,2010,121,Action|Drama|Thriller,5,1686,
Do Dooni Chaar,2010,112,Comedy|Drama,7.6,4556,
Aakrosh,2010,115,Action|Crime|Thriller,7,2987,
Ramayana: The Epic,2010,98,Adventure|Animation|Family,5.9,361,
Knock Out,2010,117,Action|Crime|Drama,5.9,1857,
Jhootha Hi Sahi,2010,142,Comedy|Drama|Romance,6.1,1733,
Guzaarish,2010,126,Drama,7.4,15925,
Allah Ke Banday,2010,123,Action|Crime|Drama,6.2,281,
Break Ke Baad,2010,118,Comedy|Drama|Romance,5.2,3714,
Khuda Kasam,2010,160,Action|Crime|Drama,4.2,82,
Phas Gaye Re Obama,2010,108,Comedy|Crime|Drama,7.5,4660,
Malik Ek,2010,0,Biography|Drama|History,7.3,20,
